Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2011,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,4,11,36%,6.00,4.67,4.67,5.00,4.67,5.00,5.00,5.00,5.00,4.67
Fall,2011,DAVID MAWHINNEY,BA,70420,ENTREPSHP SCIENTISTS,A,8,17,47%,6.88,4.13,4.50,4.75,4.13,4.88,4.43,4.25,4.50,4.50
Fall,2011,WILLIAM COURTRIGHT,BA,70421,ENTREPSHP COMP SCINT,A,1,8,13%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2011,JACK STECHER,BA,70422,COST ACCOUNTING,A,14,28,50%,5.86,4.50,4.64,4.71,4.71,4.93,4.79,4.50,4.57,4.71
Fall,2011,STARLING HUNTER,BA,70430,INTERNATNL MGMNT,W,10,21,48%,7.70,3.80,4.20,4.20,3.80,4.40,4.20,4.20,3.90,4.10
Fall,2011,GEORGE GAYLE,BA,70440,CORPORATE STRATEGY,A,21,41,51%,7.29,2.48,2.67,3.00,2.80,3.38,3.10,2.90,2.19,3.00
Fall,2011,GEORGE GAYLE,BA,70440,CORPORATE STRATEGY,B,9,15,60%,7.00,4.00,3.89,4.11,4.33,4.11,3.89,3.89,3.78,4.33
Fall,2011,STARLING HUNTER,BA,70440,CORPORATE STRATEGY,W,12,23,52%,10.00,4.33,4.58,4.42,4.33,4.42,4.33,4.67,4.25,4.58
Fall,2011,ROBERT MONROE,BA,70451,MGMNT INFORMATN SYS,W,18,41,44%,7.50,4.56,4.89,4.83,4.94,5.00,4.89,5.00,4.61,4.78
Fall,2011,JONATHAN CAULKINS,BA,70460,MATH MDLS FR CNSLTNG,W,3,5,60%,8.00,5.00,4.67,4.67,4.67,5.00,4.67,5.00,5.00,4.67
Fall,2011,BAHAR BILLER,BA,70462,STOCHASTIC MODLG SIM,A,6,7,86%,8.50,4.33,4.17,4.50,4.00,4.50,4.50,4.67,4.50,4.50
Fall,2011,ELVIN COBAN,BA,70471,LOGSTC SUP CHN MANGM,A,7,10,70%,6.29,4.00,3.86,4.43,4.14,4.57,4.00,4.00,4.00,4.57
Fall,2011,SHAM KEKRE,BA,70471,LOGSTC SUP CHN MANGM,W,2,11,18%,3.50,4.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2011,LLOYD CORDER,BA,70481,MARKETING RESEARCH,A,18,26,69%,4.83,3.94,3.83,4.28,3.67,4.39,4.11,4.11,4.00,4.17
Fall,2011,JOACHIM VOSGERAU,BA,70483,ADVRTS & MARKET COMM,A,13,16,81%,6.50,4.46,4.54,4.46,4.08,4.77,4.62,4.23,4.54,4.75
Fall,2011,JOHN LANKFORD,BA,70485,PRODUCT MANAGEMENT,A,16,25,64%,6.31,4.63,4.56,4.63,4.25,4.81,4.69,4.63,4.31,4.75
Fall,2011,JULIUSZ RADWANSKI,BA,70492,INVESTMENT ANALYSIS,A,15,30,50%,6.20,3.33,2.93,3.73,3.27,4.33,3.20,3.36,3.27,3.80
Fall,2011,JULIUSZ RADWANSKI,BA,70492,INVESTMENT ANALYSIS,B,10,19,53%,6.50,3.60,3.40,3.70,3.90,4.20,3.70,3.60,3.00,3.60
Fall,2011,SHAM KEKRE,BA,70502,INDEP STDY IN MGT,W,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2011,JOHN ROBERTSON,BA,70513,TOPICS IN BUSNS HIST,W,5,9,56%,8.60,4.40,4.60,4.60,4.60,4.60,4.60,4.40,4.40,4.60
Fall,2011,ROB DILLON,BA,70637,INTRACTV MED DES MGT,A,10,14,71%,5.90,3.70,3.50,3.40,3.90,4.30,4.20,4.00,3.60,3.60
Fall,2011,ANTHONY STANTON,BA,70641,COLOR REPROD & MGMNT,A,7,11,64%,6.71,4.14,4.14,4.43,4.14,4.86,4.29,4.14,4.14,4.57
Fall,2011,ANTHONY STANTON,BA,70643,PBLSHNG ON THE WWW,A,10,21,48%,7.70,4.20,4.20,4.60,4.60,4.90,3.80,4.50,4.10,4.20
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2011,,,,Year of 2011,,10,28,36%,8.3,4.2,4,4.2,4.1,4,3.9,4.6,4.1,3.9
Summer,2011,"ROY, M.  (co-taught)",BA,70207,PROB & STAT BUS APPL,S,3,4,75%,8.00,4.67,3.67,4.00,4.00,4.33,3.33,4.00,3.33,3.33
Summer,2011,"ORREGO, F.  (co-taught)",BA,70207,PROB & STAT BUS APPL,S,3,4,75%,8.00,3.33,4.00,5.00,4.00,4.00,4.00,4.67,4.33,4.00
Summer,2011,"COLLIER, B.  (co-taught)",BA,70311,ORGNZTN BEHAVIOR,S,2,10,20%,9.50,4.50,4.00,3.50,4.00,4.00,4.50,5.00,4.50,4.50
Summer,2011,"AGGARWAL, I.  (co-taught)",BA,70311,ORGNZTN BEHAVIOR,S,2,10,20%,8.00,4.50,4.50,4.00,4.50,3.50,4.00,5.00,4.50,4.00
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,10: Overall course,
,2010,,,,Year of 2010,,1,9,11%,5,5,5,5,5,5,5,5,5,
Fall,2010,STARLING HUNTER,BA,70440,CORPORATE STRATEGY,W,1,9,11%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,
,2010,,,,Year of 2010,,1,8,12%,2,4,3,4,4,4,5,2,3,
Spring,2010,ROBERT KRAUT,BA,70341,ORG COMMUNICATION,A,1,8,13%,2.00,4.00,3.00,4.00,4.00,4.00,5.00,2.00,3.00,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,1 : Overall course,2: Overall teaching,2 : Interest in student learning,3: Explain course requirements,3 : Show respect for students,4: Explains subject matter,4 : Clear learning goals,5: Instructor provides Feedback to students,5 : Importance of subject
,2010,,,,Year of 2010,,1964,4036,49%,6.24,4.01,4.05,4.22,4.09,4.42,4.14,4.16,3.86,4.21
Summer,2010,GEORG GOERG,BA,70207,PROB & STAT BUS APPL,W,1,10,10%,14.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,3.00,4.00
Summer,2010,JEFFREY BRINKMAN,BA,70208,REGRESSION ANALYSIS,U,3,7,43%,8.00,3.67,3.33,3.00,3.33,4.33,4.00,4.00,3.33,3.33
Summer,2010,URIEL HARAN,BA,70311,ORGNZTN BEHAVIOR,S,3,14,21%,9.00,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Summer,2010,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,W,3,15,20%,7.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.67,4.67
Summer,2010,MICHELE DUFALLA,BA,70371,PRDTN OPERTN MNGMNT,U,3,9,33%,10.00,4.67,4.67,5.00,4.33,5.00,4.33,4.33,4.67,4.67
Summer,2010,MARIA CHADERINA,BA,70391,FINANCE,S,3,13,23%,10.00,4.33,4.67,4.67,4.67,5.00,4.67,4.67,4.33,4.33
Summer,2010,BENJAMIN HOLCBLAT,BA,70391,FINANCE,U,1,3,33%,11.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00
Summer,2010,BO REUM CHOI,BA,70451,MGMNT INFORMATN SYS,S,3,11,27%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2010,TAT KOON KOH,BA,70453,SYSTEMS ANAL & DESGN,S,1,4,25%,8.00,4.00,4.00,4.00,3.00,3.00,3.00,3.00,5.00,3.00
Spring,2010,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,14,29,48%,4.14,4.36,4.64,4.43,4.50,4.57,4.43,4.46,3.43,4.21
Spring,2010,SIDNEY THOMAS EMERSON,BA,70101,INTRO BUSINESS MGMNT,W,3,8,38%,8.00,4.33,4.33,4.67,4.00,4.67,4.67,4.33,4.33,4.33
Spring,2010,JING LI,BA,70122,INTRO TO ACCOUNTING,1,18,28,64%,5.50,2.67,2.72,3.39,3.28,4.06,3.11,3.28,2.89,3.28
Spring,2010,JING LI,BA,70122,INTRO TO ACCOUNTING,2,22,49,45%,5.95,2.55,2.45,2.95,3.32,3.73,2.91,3.23,2.82,3.00
Spring,2010,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MANGMN,A,19,37,51%,5.16,4.16,4.37,4.63,4.21,4.47,4.37,4.11,4.26,4.58
Spring,2010,ANTHONY STANTON,BA,70194,PBLSH MNGT INFO AGE,A,12,19,63%,4.50,4.17,4.33,4.58,4.08,4.75,4.42,4.00,4.18,4.50
Spring,2010,DANIELE COEN-PIRANI,BA,70208,REGRESSION ANALYSIS,1,23,41,56%,5.65,3.70,3.65,3.87,3.68,4.39,3.70,3.74,3.55,3.83
Spring,2010,DANIELE COEN-PIRANI,BA,70208,REGRESSION ANALYSIS,2,41,78,53%,5.29,3.24,3.20,3.52,3.52,4.13,3.27,3.52,3.00,3.59
Spring,2010,ALEX ROJAS PENA,BA,70208,REGRESSION ANALYSIS,W,12,49,24%,10.25,3.00,2.92,3.17,3.50,3.58,2.50,3.25,3.17,2.58
Spring,2010,ANITA WOOLLEY,BA,70311,ORGNZTN BEHAVIOR,A,34,56,61%,5.18,4.12,4.38,4.29,4.24,4.53,4.35,4.52,4.03,4.29
Spring,2010,ANITA WOOLLEY,BA,70311,ORGNZTN BEHAVIOR,B,26,50,52%,5.12,4.31,4.46,4.23,4.27,4.73,4.58,4.50,4.15,4.31
Spring,2010,ALBERT MANNES,BA,70311,ORGNZTN BEHAVIOR,C,11,17,65%,5.00,3.91,4.00,4.09,4.27,4.27,4.09,4.18,3.73,4.09
Spring,2010,ALBERT MANNES,BA,70311,ORGNZTN BEHAVIOR,D,22,31,71%,5.00,4.32,4.62,4.50,4.73,4.77,4.59,4.64,4.09,4.59
Spring,2010,ELAINE HYDER,BA,70321,NEGOTIATN CNFLCT RES,A,11,16,69%,6.36,4.18,3.82,4.18,3.91,4.73,4.45,4.27,3.82,4.55
Spring,2010,JOSEPH HORNACK,BA,70332,BUS SOCIETY & ETHICS,B,26,50,52%,4.31,3.54,3.77,4.12,4.04,4.54,3.96,4.00,3.38,3.73
Spring,2010,MOHAMED DOBASHI,BA,70332,BUS SOCIETY & ETHICS,W,18,44,41%,4.50,4.00,4.11,3.72,4.06,4.06,4.06,3.83,3.11,4.06
Spring,2010,JULIA DEEMS,BA,70340,BUSINESS COMMUNCTNS,A,14,19,74%,7.79,4.14,4.21,4.29,4.36,4.36,4.36,4.43,4.36,4.50
Spring,2010,JULIA DEEMS,BA,70340,BUSINESS COMMUNCTNS,B,15,29,52%,5.40,4.20,4.33,4.53,4.40,4.60,4.40,4.40,4.87,4.33
Spring,2010,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,C,20,33,61%,7.40,4.50,4.45,4.75,4.15,4.75,4.35,4.40,4.47,4.60
Spring,2010,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,D,20,33,61%,9.35,4.60,4.55,4.90,4.50,4.65,4.35,4.65,4.75,4.75
Spring,2010,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,W,2,31,6%,12.50,4.50,4.50,4.50,4.50,3.50,4.00,4.50,4.50,4.50
Spring,2010,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,22,47,47%,3.64,4.14,4.27,4.27,4.36,4.45,4.41,4.27,3.68,4.23
Spring,2010,J MCGINNIS,BA,70343,INTRPERSNL COMMNCATN,W,3,10,30%,7.00,4.67,5.00,4.67,4.33,4.67,5.00,5.00,5.00,5.00
Spring,2010,EVELYN PIERCE,BA,70345,BUSINESS PRSNTATIONS,A,20,30,67%,5.45,4.80,4.90,4.90,4.75,5.00,4.95,4.80,4.95,4.80
Spring,2010,THOMAS HAJDUK,BA,70345,BUSINESS PRSNTATIONS,C,10,21,48%,6.20,4.20,4.40,4.70,4.30,4.40,4.50,4.70,4.80,4.80
Spring,2010,THOMAS HAJDUK,BA,70345,BUSINESS PRSNTATIONS,D,12,19,63%,5.75,4.17,4.08,4.25,4.67,4.17,4.33,4.58,4.67,4.33
Spring,2010,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,7,19,37%,6.29,4.57,4.14,4.43,4.00,3.14,4.29,4.29,4.29,4.43
Spring,2010,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,9,21,43%,7.00,4.44,4.44,4.67,4.44,3.78,4.44,4.44,4.89,4.67
Spring,2010,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,9,20,45%,5.33,4.78,4.78,4.89,5.00,4.89,5.00,5.00,5.00,4.78
Spring,2010,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,24,45,53%,5.75,4.42,4.38,4.38,4.46,4.50,4.42,4.29,3.63,4.50
Spring,2010,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,6,17,35%,8.00,4.17,4.33,4.50,3.83,4.17,4.50,4.33,3.83,4.50
Spring,2010,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A3,14,38,37%,4.36,3.93,3.93,3.93,4.07,4.14,4.00,4.21,3.07,4.29
Spring,2010,MUSTAFA AKAN,BA,70371,PRDTN OPERTN MNGMNT,1,27,66,41%,6.11,3.78,4.04,4.46,4.35,4.77,4.15,4.52,4.08,3.96
Spring,2010,KINSHUK JERATH,BA,70381,MARKETING I,1,36,69,52%,6.08,3.86,3.97,4.03,4.17,3.83,4.08,4.14,3.50,3.97
Spring,2010,CAREY MOREWEDGE,BA,70385,CONSUMER BEHAVIOR,A,13,20,65%,5.00,4.38,4.46,4.46,4.08,4.85,4.46,4.31,3.92,4.31
Spring,2010,PATRICK SILEO,BA,70391,FINANCE,W,12,25,48%,7.00,3.64,3.83,4.08,3.58,4.36,3.75,3.75,3.33,3.67
Spring,2010,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,49,82,60%,11.73,4.78,4.46,4.59,4.41,4.80,4.38,4.63,4.47,4.63
Spring,2010,DAVID LAMONT,BA,70401,MANAGEMENT GAME,W,10,29,34%,11.00,4.90,4.60,4.90,4.60,4.90,4.70,4.90,4.30,4.80
Spring,2010,BARBARA CARRYER,BA,70415,INTRO ENTREPRENRSHIP,A,20,56,36%,6.58,4.25,4.10,4.45,3.95,4.45,4.50,4.25,4.00,4.55
Spring,2010,ROBERT CULBERTSON,BA,70416,NEW VENTURE CREATION,A,10,20,50%,5.00,4.50,4.60,4.30,3.80,4.30,3.90,4.20,4.30,4.20
Spring,2010,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,5,18,28%,5.00,5.00,5.00,4.80,4.80,5.00,5.00,4.80,4.60,4.80
Spring,2010,ROBERT CULBERTSON,BA,70417,TPCS IN ENTREPRNRSHP,A,5,12,42%,7.40,5.00,5.00,5.00,4.60,4.80,4.80,4.80,4.80,4.80
Spring,2010,BARBARA CARRYER,BA,70418,FIN ENTREPRENSHIP,A,19,33,58%,5.00,4.37,4.47,4.61,4.47,4.74,4.42,4.32,4.68,4.63
Spring,2010,THEODORE CURRAN,BA,70424,CORP FINAN REPTNG,A,28,29,97%,7.11,4.11,3.93,4.57,4.14,4.64,3.93,4.29,4.14,4.43
Spring,2010,JINGHONG LIANG,BA,70428,FINANCL STATMNT ANAL,A,37,64,58%,6.38,4.17,4.25,4.68,4.46,4.89,4.25,4.50,4.47,4.39
Spring,2010,MILTON COFIELD,BA,70430,INTERNATNL MGMNT,A,18,37,49%,6.00,4.00,4.00,4.39,3.67,4.22,4.06,4.00,4.00,4.17
Spring,2010,SIDNEY THOMAS EMERSON,BA,70448,CEO PERSPECTIVE,W,1,5,20%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2010,RAMAMOORTHI RAVI,BA,70449,SOCL ECON INF NETWK,A,13,14,93%,5.00,4.31,4.46,4.62,4.46,4.77,4.38,4.54,4.38,4.62
Spring,2010,NACHIKETA SAHOO,BA,70451,MGMNT INFORMATN SYS,1,11,19,58%,5.27,3.36,3.27,4.09,3.73,4.27,4.00,3.82,3.64,4.09
Spring,2010,JUNG PIL HAHN,BA,70453,SYSTEMS ANAL & DESGN,A,12,14,86%,9.00,4.67,4.58,4.67,4.50,4.58,4.50,4.42,4.67,4.67
Spring,2010,PARAM SINGH,BA,70455,INFO RESOURCE MNGMNT,A,10,11,91%,5.90,4.20,4.30,4.50,4.20,4.50,4.40,4.40,4.10,4.60
Spring,2010,JEFFREY WHEELER,BA,70460,MATH MDLS FR CNSLTNG,A4,21,30,70%,4.86,3.48,3.57,3.76,4.00,4.10,3.81,3.71,3.57,3.71
Spring,2010,JUNG PIL HAHN,BA,70465,INFO TECH STRATEGY,A,10,12,83%,3.80,4.50,4.50,4.60,3.80,4.90,4.50,4.40,3.80,4.50
Spring,2010,ALAN WOLF,BA,70474,QUALITY PRINC & TECH,A,14,18,78%,6.29,4.93,5.00,4.86,4.71,5.00,4.86,4.93,4.38,4.77
Spring,2010,SHAM KEKRE,BA,70479,MANG ENTER OF FUTURE,W,6,17,35%,7.00,3.50,3.83,4.17,3.50,4.33,4.33,3.50,3.50,3.83
Spring,2010,JOHN LANKFORD,BA,70480,INTERNTNL MARKETING,A,10,23,43%,5.60,4.20,4.30,4.50,3.80,4.60,4.30,4.30,4.50,4.50
Spring,2010,KINSHUK JERATH,BA,70487,CUSTMR MNGT PROB MDL,A4,14,33,42%,7.36,3.93,3.71,4.29,3.86,3.79,3.93,4.21,3.21,4.64
Spring,2010,MICHAEL SMITH,BA,70488,INTERACTIVE MARKETNG,A3,11,32,34%,4.45,4.91,4.91,5.00,4.64,4.91,4.91,4.64,4.00,5.00
Spring,2010,ALAN MONTGOMERY,BA,70488,INTERACTIVE MARKETNG,W3,3,12,25%,6.00,4.00,4.67,4.00,4.67,5.00,4.67,4.33,4.00,5.00
Spring,2010,ALAN MONTGOMERY,BA,70489,MARKETING STRATEGY,W4,10,13,77%,5.90,4.50,4.40,4.60,4.70,4.80,4.50,4.60,4.20,4.60
Spring,2010,STEFANO SACCHETTO,BA,70495,CORPORATE FINANCE,A,25,37,68%,6.80,3.44,3.52,3.84,3.60,4.40,3.64,3.76,3.28,3.76
Spring,2010,STEFANO SACCHETTO,BA,70495,CORPORATE FINANCE,B,29,46,63%,6.97,3.83,3.83,4.38,4.10,4.72,3.82,3.93,3.76,4.00
Spring,2010,LARS-ALEXANDER KUEHN,BA,70497,DERIVATIVE SECURTIES,A,27,43,63%,6.44,4.41,4.35,4.22,4.27,4.67,4.41,4.46,3.93,4.37
Spring,2010,ROB DILLON,BA,70637,INTRACTV MED DES MGT,A,13,29,45%,5.69,4.62,4.54,4.38,4.54,4.77,4.54,4.54,4.31,4.31
Spring,2010,ANTHONY STANTON,BA,70643,PBLSHNG ON THE WWW,A,16,34,47%,5.75,3.88,4.00,4.44,3.88,4.69,3.75,4.19,4.38,4.19
Fall,2010,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,A,37,83,45%,4.59,3.76,4.00,4.27,3.95,4.59,3.97,3.81,3.51,4.14
Fall,2010,SHAM KEKRE,BA,70100,GLOBAL BUSINESS,W,1,44,2%,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Fall,2010,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,17,42,40%,5.00,3.71,4.06,3.82,4.24,4.29,4.35,4.00,3.29,4.12
Fall,2010,DAVID LAMONT,BA,70101,INTRO BUSINESS MGMNT,B,20,43,47%,4.40,4.00,3.95,3.90,4.60,4.50,4.20,4.35,3.55,4.45
Fall,2010,JING LI,BA,70122,INTRO TO ACCOUNTING,1,31,70,44%,6.76,2.20,2.20,2.97,2.47,3.80,2.23,2.57,2.17,2.57
Fall,2010,JING LI,BA,70122,INTRO TO ACCOUNTING,2,39,70,56%,7.53,2.51,2.28,2.74,2.46,3.79,2.69,2.69,2.54,2.82
Fall,2010,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MANGMN,A,13,29,45%,4.31,4.38,4.77,4.69,4.62,4.77,4.92,4.62,4.31,4.92
Fall,2010,MICHAEL FINEGOLD,BA,70207,PROB & STAT BUS APPL,A,37,68,54%,6.83,3.70,3.86,4.11,4.08,4.35,3.78,3.89,3.49,4.14
Fall,2010,ALBERT MANNES,BA,70311,ORGNZTN BEHAVIOR,A,21,33,64%,6.29,4.67,4.76,4.67,4.71,4.75,4.57,4.71,4.52,4.48
Fall,2010,ALBERT MANNES,BA,70311,ORGNZTN BEHAVIOR,B,24,37,65%,5.75,4.75,4.79,4.75,4.58,4.88,4.88,4.88,4.63,4.83
Fall,2010,STARLING HUNTER,BA,70311,ORGNZTN BEHAVIOR,W,4,59,7%,6.50,4.75,4.75,4.50,4.75,3.75,4.75,4.75,4.75,4.50
Fall,2010,SAMUEL SWIFT,BA,70321,NEGOTIATN CNFLCT RES,A,16,32,50%,5.19,4.75,4.75,4.88,4.63,4.75,4.75,4.75,4.44,4.81
Fall,2010,JOHN HOOKER,BA,70332,BUS SOCIETY & ETHICS,A,31,58,53%,4.81,4.19,4.19,4.23,4.45,4.68,4.48,4.48,3.90,4.42
Fall,2010,JOSEPH HORNACK,BA,70332,BUS SOCIETY & ETHICS,B,25,42,60%,4.52,3.88,4.13,4.24,4.32,4.79,4.42,4.13,4.00,4.30
Fall,2010,MOHAMED DOBASHI,BA,70332,BUS SOCIETY & ETHICS,W,1,34,3%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2010,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,A,16,26,62%,6.50,4.38,4.63,4.81,4.69,4.81,4.63,4.56,4.69,4.63
Fall,2010,CLAUDIA KIRKPATRICK,BA,70340,BUSINESS COMMUNCTNS,B,14,30,47%,7.14,4.00,4.21,4.57,4.14,4.50,4.29,4.36,4.36,4.29
Fall,2010,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,A,9,17,53%,6.33,4.67,4.78,4.89,4.56,4.67,5.00,4.89,4.89,5.00
Fall,2010,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,B,9,18,50%,10.00,4.89,4.56,4.67,4.22,4.11,4.78,4.89,4.67,4.78
Fall,2010,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,7,19,37%,3.29,4.00,4.29,4.29,4.43,4.00,4.57,4.43,4.57,4.43
Fall,2010,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,20,40,50%,5.75,4.60,4.60,4.55,4.50,4.70,4.75,4.50,3.70,4.70
Fall,2010,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,16,25,64%,7.20,4.50,4.50,4.44,4.06,4.38,4.80,4.06,4.31,4.63
Fall,2010,MUSTAFA AKAN,BA,70371,PRDTN OPERTN MNGMNT,1,4,15,27%,6.00,3.75,3.75,4.25,4.50,4.50,4.25,4.00,4.25,4.00
Fall,2010,MUSTAFA AKAN,BA,70371,PRDTN OPERTN MNGMNT,2,24,52,46%,5.75,3.46,3.42,4.13,3.79,4.67,3.63,3.88,3.42,3.75
Fall,2010,SHAM KEKRE,BA,70371,PRDTN OPERTN MNGMNT,W,1,30,3%,8.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2010,JEFFREY GALAK,BA,70381,MARKETING I,1,35,74,47%,5.51,4.03,4.23,4.20,4.14,4.26,4.34,4.23,3.71,4.46
Fall,2010,JEFFREY GALAK,BA,70381,MARKETING I,2,38,75,51%,6.42,3.76,3.84,3.66,3.95,3.66,4.00,3.89,3.13,3.97
Fall,2010,ALAN MONTGOMERY,BA,70381,MARKETING I,3,1,36,3%,11.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Fall,2010,JOSE EMILIO OSAMBELA ZAVALA,BA,70391,FINANCE,1,55,69,80%,8.06,3.82,3.69,3.96,4.02,3.51,3.96,4.00,3.15,4.18
Fall,2010,JOSE EMILIO OSAMBELA ZAVALA,BA,70391,FINANCE,2,21,26,81%,7.71,4.05,4.33,4.19,4.24,4.29,4.30,4.25,3.80,4.24
Fall,2010,BARBARA CARRYER,BA,70397,VENTURE CAPTL INVSTG,A,14,21,67%,5.21,4.08,4.21,4.43,4.29,4.71,4.14,4.29,4.43,4.57
Fall,2010,CHRIS TELMER,BA,70398,INTERNATNL FINANCE,A,16,16,100%,9.31,4.63,4.63,4.63,4.75,4.13,4.69,4.75,4.06,4.88
Fall,2010,BARBARA CARRYER,BA,70414,TECH BASED ENTREPSHP,A,12,22,55%,6.00,3.83,3.92,4.18,3.67,4.33,3.75,3.75,4.08,4.17
Fall,2010,ROBERT CULBERTSON,BA,70415,INTRO ENTREPRENRSHIP,A,28,68,41%,5.86,4.46,4.46,4.61,3.82,4.64,4.46,4.14,4.64,4.61
Fall,2010,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,1,10,10%,5.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00,2.00,2.00
Fall,2010,DAVID MAWHINNEY,BA,70420,ENTREPSHP SCIENTISTS,A,12,22,55%,5.75,3.58,3.67,4.33,3.25,4.50,3.83,3.67,4.00,3.83
Fall,2010,WILLIAM COURTRIGHT,BA,70421,ENTREPSHP COMP SCINT,A,2,4,50%,8.00,5.00,4.50,5.00,4.50,5.00,5.00,5.00,5.00,5.00
Fall,2010,JACK STECHER,BA,70424,CORP FINAN REPTNG,A,11,19,58%,5.00,4.18,4.18,4.45,4.27,4.55,4.18,4.27,4.09,4.27
Fall,2010,JOHN OBRIEN,BA,70428,FINANCL STATMNT ANAL,A,12,33,36%,6.50,3.91,3.73,3.91,3.82,4.27,4.00,3.91,3.60,3.90
Fall,2010,GEORGE GAYLE,BA,70440,CORPORATE STRATEGY,A,13,37,35%,6.62,3.38,3.38,3.62,3.69,3.92,3.77,3.92,3.62,4.08
Fall,2010,GEORGE GAYLE,BA,70440,CORPORATE STRATEGY,B,13,26,50%,5.00,3.38,3.46,3.69,3.46,3.85,3.69,3.69,3.15,3.62
Fall,2010,NACHIKETA SAHOO,BA,70451,MGMNT INFORMATN SYS,2,27,53,51%,5.56,3.11,3.30,3.63,3.56,4.11,3.48,3.37,3.04,3.74
Fall,2010,ROBERT MONROE,BA,70451,MGMNT INFORMATN SYS,W,1,29,3%,11.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,2.00,3.00
Fall,2010,MARVIN SIRBU,BA,70456,TELECOM & NTWRK MGMT,A,7,10,70%,8.86,2.14,2.43,2.14,2.86,2.71,2.57,2.86,1.43,3.14
Fall,2010,BAHAR BILLER,BA,70462,STOCHASTIC MODLG SIM,A,3,11,27%,7.00,5.00,5.00,4.67,5.00,5.00,5.00,5.00,5.00,4.67
