Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Fall,2011,ANTHONY ROWE,ECE,18848,SPCL TPCS EMBD SYSM,C,8,10,80%,7.63,4.75,4.63,4.00,3.88,4.38,4.38,4.63,4.63,4.50,,,,,,,,,
Fall,2011,JOSE RUFINO,ECE,18848,SPCL TPCS EMBD SYSM,PP,3,4,75%,9.00,4.33,4.33,4.67,5.00,5.00,5.00,5.00,4.67,4.67,,,,,,,,,
Fall,2011,CHARLES NEUMAN,ECE,18879,SP TPCS SYSTMS CONTR,A,2,3,67%,12.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,GABRIELA HUG,ECE,18879,SP TPCS SYSTMS CONTR,M,21,21,100%,10.71,4.48,4.67,4.75,4.05,4.10,4.24,4.81,4.19,4.33,,,,,,,,,
Fall,2011,JOVAN ILIC,ECE,18882,A SP TPC IN ENGY SYS,A,7,7,100%,9.71,4.86,4.57,5.00,4.86,4.86,4.71,5.00,4.71,4.71,,,,,,,,,
Fall,2011,DEANNA MATTHEWS,EPP,19102,EPP SOPH SEMINAR,A,26,33,79%,2.24,4.69,4.31,4.12,4.31,4.50,4.27,4.69,4.50,4.12,,,,,,,,,
Fall,2011,MARVIN SIRBU,EPP,19403,POL WRLSS SYS INTRNT,A,7,9,78%,7.14,3.43,4.14,3.86,3.14,4.14,3.57,4.14,3.57,3.57,,,,,,,,,
Fall,2011,ERICA FUCHS,EPP,19411,GLB CMP:FRM NTS TCHL,A,2,2,100%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,EDWARD RUBIN,EPP,19424,ENERGY & THE ENVRNMT,A,3,7,43%,10.00,5.00,4.67,4.67,4.67,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,ALLEN ROBINSON,EPP,19440,CMBSTN AIR POL CNTRL,A,1,3,33%,8.00,3.00,4.00,4.00,2.00,5.00,5.00,5.00,3.00,3.00,,,,,,,,,
Fall,2011,BENOIT MOREL,EPP,19618,TERROR MASS DESTRCTN,A,10,15,67%,5.33,4.60,4.50,4.50,4.20,4.60,4.60,4.70,4.60,4.60,,,,,,,,,
Fall,2011,CHRIS HENDRICKSON,EPP,19622,INTRO SUSTNBL ENGRG,A1,13,15,87%,7.08,3.92,3.92,3.92,3.00,4.08,4.08,4.46,3.92,3.62,,,,,,,,,
Fall,2011,CHRIS HENDRICKSON,EPP,19623,INDL ECO SUS ENG DES,A2,12,13,92%,5.75,4.17,4.42,4.33,3.67,4.25,4.08,4.67,4.08,3.92,,,,,,,,,
Fall,2011,BENOIT MOREL,EPP,19635,CYBRSEC FTR INTERNET,A,6,20,30%,6.00,3.83,3.83,3.67,3.33,4.50,4.00,5.00,4.17,3.50,,,,,,,,,
Fall,2011,EDEN FISHER,EPP,19684,ENGR & TECH INNOV MG,A,22,27,81%,5.75,4.14,3.95,3.95,4.05,4.00,4.05,4.23,3.91,3.82,,,,,,,,,
Fall,2011,DAVID RICKETTS,EPP,19685,INNVTN SCI & ENGINGR,1,3,6,50%,11.00,5.00,4.00,4.33,4.33,4.33,4.00,4.67,4.67,4.33,,,,,,,,,
Fall,2011,DAVID RICKETTS,EPP,19685,INNVTN SCI & ENGINGR,A,3,6,50%,11.00,4.67,4.00,4.33,4.33,4.67,4.67,4.33,4.33,4.33,,,,,,,,,
Fall,2011,JIMMY WILLIAMS,EPP,19687,SP TPS:PR PC RD MNGM,A1,8,11,73%,8.38,4.50,4.38,4.25,4.13,4.50,4.25,4.38,4.25,4.38,,,,,,,,,
Fall,2011,JEFF HERSH,EPP,19689,SP TP: FINC INV MNGM,A2,10,15,67%,9.20,4.90,4.60,4.80,4.70,4.80,4.80,4.90,4.40,4.50,,,,,,,,,
Fall,2011,MARK KRYDER,EPP,19693,MNG & LDG RSCH DEVLP,A,4,4,100%,10.25,4.75,4.50,4.75,4.75,4.75,4.50,5.00,5.00,5.00,,,,,,,,,
Fall,2011,M GRANGER MORGAN,EPP,19705,WRKSHP APP POL ANALY,A,18,26,69%,7.83,4.56,4.56,4.61,4.33,4.61,4.11,4.44,4.39,4.39,,,,,,,,,
Fall,2011,ELIZABETH CASMAN,EPP,19710,SP TP:EN RG PL MN NM,A,5,7,71%,5.00,4.80,4.00,4.20,4.60,4.20,3.40,4.80,4.40,4.00,,,,,,,,,
Fall,2011,ERICA FUCHS,EPP,19711,GLB CMPTNS:FM NT TCH,A,6,8,75%,12.50,5.00,4.67,5.00,4.83,5.00,4.80,4.83,4.83,4.83,,,,,,,,,
Fall,2011,ALLEN ROBINSON,EPP,19740,CMBSTN AIR POL CNTRL,A,2,3,67%,8.00,4.50,4.50,4.50,3.50,4.50,4.50,4.00,4.50,4.00,,,,,,,,,
Fall,2011,EDWARD RUBIN,EPP,19752,EPP PROJECT MGMT,A,1,2,50%,11.00,4.00,2.00,2.00,3.00,3.00,4.00,5.00,3.00,3.00,,,,,,,,,
Fall,2011,JEROME APT,EPP,19881,SP TPCS:SEM ELCR PWR,A2,13,15,87%,9.00,4.54,4.54,4.54,4.25,4.69,4.54,4.54,4.54,4.46,,,,,,,,,
Fall,2011,INES AZEVEDO,EPP,19883,SP TPC SEM CEDM,A1,2,11,18%,2.00,5.00,4.50,5.00,5.00,4.50,4.50,5.00,5.00,4.50,,,,,,,,,
Fall,2011,INES AZEVEDO,EPP,19883,SP TPC SEM CEDM,A2,6,11,55%,3.00,4.33,4.17,4.17,4.33,4.17,4.17,4.50,4.33,4.33,,,,,,,,,
Fall,2011,ROBERT SEACORD,INI,14735,SECURE SOFTWRE ENGR,A,6,9,67%,5.00,4.33,4.17,4.33,4.33,4.50,4.50,4.33,4.17,4.17,,,,,,,,,
Fall,2011,WILLIAM NACE,INI,14740,FUND TELECOM NETWRKS,A,48,48,100%,9.56,4.52,4.35,4.38,3.77,4.35,4.46,4.67,4.31,4.21,,,,,,,,,
Fall,2011,WILLIAM NACE,INI,14740,FUND TELECOM NETWRKS,J,7,7,100%,9.71,4.57,4.71,4.71,4.00,4.86,4.29,5.00,5.00,4.43,,,,,,,,,
Fall,2011,NICOLAS CHRISTIN,INI,14741,INTRO INFO SECURITY,A,35,44,80%,10.40,4.37,4.34,4.46,3.71,4.57,4.46,4.46,4.46,4.31,,,,,,,,,
Fall,2011,NICOLAS CHRISTIN,INI,14741,INTRO INFO SECURITY,J,6,7,86%,10.50,4.33,4.33,4.50,4.33,4.33,4.50,4.67,4.33,4.50,,,,,,,,,
Fall,2011,DAVID LAMONT,INI,14774,MANAGERIAL ECON,A1,19,37,51%,9.89,4.11,4.42,4.32,3.63,4.42,4.16,4.53,4.26,3.89,,,,,,,,,
Fall,2011,DAVID LAMONT,INI,14775,BUSINESS MANAGEMENT,A2,24,34,71%,7.75,4.25,4.17,4.29,4.13,4.42,4.21,4.58,4.13,4.21,,,,,,,,,
Fall,2011,ROMAN DANYLIW,INI,14825,ADVANCED NETWK ANLYS,A1,9,11,82%,10.00,4.78,4.67,4.67,4.78,4.67,4.78,4.89,4.89,4.89,,,,,,,,,
Fall,2011,COLLIN JACKSON,INI,14828,SPEC TOPCS SECURITY,A,6,10,60%,9.50,4.67,4.67,5.00,4.83,4.83,4.67,4.67,4.67,4.50,,,,,,,,,
Fall,2011,PATRICK TAGUE,INI,14829,SP TP MBL SECURITY,A,3,6,50%,11.00,3.33,4.00,3.33,4.00,3.67,3.33,4.67,3.67,3.00,,,,,,,,,
Fall,2011,JACK BEUTH,MEG,24101,FUND OF MECH ENGR,1,126,141,89%,7.36,4.36,4.28,4.29,3.76,4.40,4.48,4.54,4.36,4.13,,,,,,,,,
Fall,2011,ROBERT KMETZ,MEG,24201,ENGINEERING GRAPHICS,T,5,9,56%,8.75,3.00,3.00,3.60,2.80,3.80,3.80,2.60,2.60,2.80,,,,,,,,,
Fall,2011,CHRISTOPHER DERAMO,MEG,24202,INTRO CMPTR AID DESG,A1,8,30,27%,2.00,4.38,4.38,4.38,3.75,4.63,4.38,4.88,4.38,4.13,,,,,,,,,
Fall,2011,CHRISTOPHER DERAMO,MEG,24202,INTRO CMPTR AID DESG,B2,15,28,54%,2.21,3.93,3.93,4.13,3.80,4.07,4.27,4.40,4.13,4.07,,,,,,,,,
Fall,2011,MAARTEN DE BOER,MEG,24221,THERMODYNAMICS I,1,86,143,60%,8.98,3.67,3.31,3.24,3.21,3.31,2.87,4.13,2.74,3.01,,,,,,,,,
Fall,2011,PAUL STEIF,MEG,24261,STATICS,1,88,150,59%,7.66,4.43,4.25,4.34,4.01,4.22,4.25,4.49,4.19,4.18,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24302,MECHNCL ENG SEM I,A,12,17,71%,2.55,3.92,4.42,4.00,3.58,4.00,3.67,4.00,3.83,3.67,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24302,MECHNCL ENG SEM I,B,17,19,89%,3.59,3.71,3.82,3.71,3.24,3.88,3.59,4.00,3.53,3.24,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24302,MECHNCL ENG SEM I,C,15,19,79%,2.60,4.20,3.80,3.93,3.60,4.07,3.87,4.13,3.87,3.73,,,,,,,,,
Fall,2011,YONGJIE ZHANG,MEG,24311,NUMERICAL METHODS,1,110,111,99%,9.65,4.10,3.98,3.94,3.61,3.87,3.98,4.46,3.91,3.75,,,,,,,,,
Fall,2011,ALAN MCGAUGHEY,MEG,24322,HEAT TRANSFER,1,67,89,75%,8.45,4.64,4.58,4.67,4.27,4.67,4.76,4.71,4.81,4.61,,,,,,,,,
Fall,2011,SHAWN LITSTER,MEG,24331,VISCOUS FLOW,A,7,7,100%,8.86,4.71,4.57,4.71,4.57,4.71,4.67,5.00,4.57,4.71,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24351,DYNAMICS,1,72,95,76%,8.09,3.48,3.58,3.46,3.00,3.62,2.99,3.31,2.96,3.19,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24351,DYNAMICS,A,65,95,68%,8.05,3.43,3.45,3.40,3.09,3.49,3.02,3.35,2.95,3.12,,,,,,,,,
Fall,2011,EDWARD RUBIN,MEG,24424,ENERGY & THE ENVRNMT,A,7,9,78%,5.86,4.43,4.57,4.29,3.86,4.57,4.29,5.00,4.43,4.57,,,,,,,,,
Fall,2011,ALLEN ROBINSON,MEG,24425,CMBSTN AIR POLL CTRL,A,1,2,50%,8.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,5.00,,,,,,,,,
Fall,2011,LEVENT KARA,MEG,24441,ENGINEERING DSIGN II,A,44,50,88%,9.81,4.30,4.07,4.23,4.20,4.09,3.91,4.45,4.02,4.02,,,,,,,,,
Fall,2011,WILLIAM MESSNER,MEG,24451,FEEDBK CNTRL SYSTEMS,A,19,19,100%,8.00,4.79,4.74,4.79,4.42,4.79,4.63,4.53,4.68,4.58,,,,,,,,,
Fall,2011,BURAK OZDOGANLAR,MEG,24452,MECH SYSTMS EXPRMNTN,1,73,90,81%,10.55,3.77,3.78,3.89,3.30,3.62,3.97,4.16,3.74,3.67,,,,,,,,,
Fall,2011,TAMAL MUKHERJEE,MEG,24614,MICROELECTROMECH SYS,A,17,19,89%,10.29,4.41,4.59,4.41,4.24,4.47,4.06,4.76,4.35,4.29,,,,,,,,,
Fall,2011,C HIGGS,MEG,24616,TRIBOLOGY,A,9,9,100%,9.33,4.67,4.44,4.78,4.00,4.78,4.67,4.56,4.56,4.78,,,,,,,,,
Fall,2011,MEHRDAD MASSOUDI,MEG,24617,SP TPC: MCH CMPX FLD,A,11,13,85%,9.09,4.91,4.36,4.73,5.00,5.00,4.64,5.00,4.82,4.55,,,,,,,,,
Fall,2011,MILORAD DZODZO,MEG,24641,SP TPC NUCLR ENGNRG,A,10,12,83%,7.10,4.80,3.80,4.30,4.40,4.60,4.40,4.80,4.30,4.10,,,,,,,,,
Fall,2011,CHENG-HUNG HUNG,MEG,24643,SP TPC: EL EN STR SY,A,7,10,70%,8.43,4.43,3.57,3.71,4.29,4.29,4.00,4.71,3.71,3.71,,,,,,,,,
Fall,2011,STEVE COLLINS,MEG,24674,SP TC DS:BIOMC SY HM,A,21,30,70%,10.29,4.24,3.76,3.67,4.14,4.43,3.95,4.14,3.86,3.90,,,,,,,,,
Fall,2011,METIN SITTI,MEG,24676,BIO-INSPIRED ROBOTCS,A,39,40,98%,8.00,4.33,4.36,4.28,4.10,4.51,4.56,4.64,4.46,4.21,,,,,,,,,
Fall,2011,DREW DEGENTESH,MEG,24685,ENGNRG DESIGN FNDMTL,A1,4,11,36%,6.50,3.50,4.00,3.75,3.25,4.00,4.25,3.50,3.50,3.50,,,,,,,,,
Fall,2011,VANESSA SICA,MEG,24686,SP TP INT PRD DV PCT,A2,9,15,60%,5.33,4.67,4.78,4.78,4.89,4.78,4.78,4.89,4.89,4.78,,,,,,,,,
Fall,2011,JONATHAN CAGAN,MEG,24687,SP TPC: GR CH TC ID,A,20,22,91%,8.45,4.55,4.30,4.55,4.80,4.75,4.45,4.75,4.60,4.50,,,,,,,,,
Fall,2011,ROBERT REID,MEG,24701,MATH TCHNQES ENGINGR,A,47,57,82%,8.98,4.23,4.36,4.30,3.79,4.30,4.19,4.45,4.17,4.00,,,,,,,,,
Fall,2011,DONGHYUN YOU,MEG,24703,NUML MTHS IN ENGING,A,37,41,90%,11.94,4.32,4.46,4.46,3.97,4.57,4.35,4.51,4.41,4.42,,,,,,,,,
Fall,2011,MITCHELL SMALL,MEG,24704,PROB ESTM MTH ENG SY,A,9,10,90%,8.67,3.67,4.11,4.00,3.33,3.44,3.67,4.44,3.67,3.56,,,,,,,,,
Fall,2011,ADITYA KHAIR,MEG,24719,SP TPC: ADV FLD MCHC,A,7,8,88%,9.71,4.14,4.00,3.71,4.29,4.14,4.14,4.43,4.00,4.14,,,,,,,,,
Fall,2011,JONATHAN MALEN,MEG,24721,ADV THERMODYNAMICS,A,18,19,95%,8.35,4.72,4.78,4.72,4.61,4.72,4.89,4.89,4.83,4.78,,,,,,,,,
Fall,2011,SHI-CHUNE YAO,MEG,24730,ADV HEAT TRANSFER,A,28,34,82%,8.56,4.43,4.36,4.32,4.14,4.54,4.25,4.82,4.25,4.04,,,,,,,,,
Fall,2011,ALLEN ROBINSON,MEG,24740,CMB AIR POLLUTN CNTR,A,14,15,93%,10.77,4.54,4.79,4.71,4.29,4.79,4.71,4.64,4.79,4.71,,,,,,,,,
Fall,2011,PHILIP LEDUC,MEG,24751,INTRO SOLID MECH I,A,14,21,67%,9.07,4.36,4.50,4.50,3.93,4.21,4.00,4.64,4.07,4.00,,,,,,,,,
Fall,2011,JACOBO BIELAK,MEG,24755,FNTE ELMT MTHD MEC I,A,22,26,85%,11.14,4.77,4.64,4.73,4.68,4.77,4.68,5.00,4.77,4.55,,,,,,,,,
Fall,2011,AMIT ACHARYA,MEG,24769,INELSTCTY: THRY CMPT,A,2,2,100%,5.00,4.50,5.00,4.50,4.50,5.00,5.00,5.00,4.50,5.00,,,,,,,,,
Fall,2011,BRUNO SINOPOLI,MEG,24771,LINEAR SYSTEMS,A,11,12,92%,12.50,4.09,4.27,3.91,4.09,4.45,4.27,4.36,4.27,4.36,,,,,,,,,
Fall,2011,MARIJA ILIC,MEG,24777,COMPLX LRG DYMTC SYS,A,4,4,100%,9.00,4.67,3.75,4.25,4.25,4.50,3.75,5.00,3.75,4.00,,,,,,,,,
Fall,2011,SOJI YAMAKAWA,MEG,24780,ENGNRG COMPUTATION,A,63,65,97%,10.42,4.67,4.78,4.48,4.54,4.65,4.67,4.95,4.67,4.73,,,,,,,,,
Fall,2011,KENJI SHIMADA,MEG,24781,ENGINRG CMPTN PRJT,A,4,4,100%,9.50,4.75,4.50,4.50,4.50,4.75,4.50,4.50,4.50,4.50,,,,,,,,,
Fall,2011,AIDA KHAJAVIRAD,MEG,24785,ENGNRG OPTIMIZATION,A,19,20,95%,10.05,4.11,4.05,4.32,3.95,4.11,4.16,4.00,3.84,3.79,,,,,,,,,
Fall,2011,LISA PORTER,MSE,27100,ENG MATERLS OF FUTRE,1,27,49,55%,6.67,4.19,4.26,4.26,3.85,4.37,4.04,4.52,3.81,4.12,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,A,8,19,42%,7.25,4.38,4.50,4.75,4.38,4.50,4.50,4.50,4.63,4.75,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,B,8,9,89%,4.25,4.13,4.13,3.88,3.88,4.25,4.00,4.13,4.25,4.25,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,C,5,11,45%,5.00,4.40,3.60,4.00,3.40,4.40,4.00,4.40,4.40,4.40,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27100,ENG MATERLS OF FUTRE,D,6,10,60%,5.00,4.67,4.67,4.50,4.33,4.50,4.83,4.83,4.67,4.83,,,,,,,,,
Fall,2011,MICHAEL MCHENRY,MSE,27201,STRUCTURE MATERIALS,1,29,44,66%,9.71,2.69,2.38,2.48,2.03,2.72,1.93,3.45,1.79,2.10,,,,,,,,,
Fall,2011,PAUL SALVADOR,MSE,27202,DEFECTS IN MATLS,A,24,43,56%,9.04,3.42,3.33,3.33,2.75,3.38,3.00,3.65,3.04,2.96,,,,,,,,,
Fall,2011,MICHAEL MCHENRY,MSE,27211,STRUCTURE MATERIALS,A,2,3,67%,8.00,2.50,2.50,3.00,2.50,4.00,2.00,3.00,2.50,2.50,,,,,,,,,
Fall,2011,PAUL SALVADOR,MSE,27212,DEFECTS IN MATLS,A,1,3,33%,8.00,4.00,4.00,4.00,3.00,4.00,3.00,4.00,4.00,4.00,,,,,,,,,
Fall,2011,WARREN GARRISON,MSE,27215,THERMODYNMC OF MTRLS,A,23,42,55%,8.14,4.17,3.91,3.96,3.65,3.30,3.74,4.26,3.52,3.61,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27299,PROF DEVELOPMENT I,A,24,43,56%,2.00,4.17,4.35,4.26,3.87,4.22,4.22,4.48,4.35,4.04,,,,,,,,,
Fall,2011,MARC DEGRAEF,MSE,27301,MICROSTRUC & PROP I,1,31,47,66%,9.06,4.65,4.58,4.68,4.39,4.90,4.87,4.61,4.77,4.58,,,,,,,,,
Fall,2011,MICHAEL BOCKSTALLER,MSE,27324,INTRO POLYMR SCI ENG,A,23,41,56%,6.36,4.57,4.57,4.57,3.91,4.70,4.74,4.78,4.65,4.52,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27399,PROF DEVELOPMENT II,A,25,44,57%,2.00,4.08,3.96,4.16,3.80,4.16,3.96,4.24,4.08,3.72,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27401,MSE CAPSTONE CRS I,A,15,28,54%,11.20,3.47,3.07,3.53,3.27,3.87,3.40,3.53,3.40,3.67,,,,,,,,,
Fall,2011,ROBERT DAVIS,MSE,27432,ELEC THRML PROP MTLS,A,14,21,67%,9.50,4.50,4.36,4.50,4.43,4.57,4.36,4.64,4.43,4.29,,,,,,,,,
Fall,2011,ROBERT HEARD,MSE,27499,PROF DEVELOPMENT III,A,10,27,37%,2.30,3.70,3.90,3.90,3.50,3.80,3.90,3.80,3.60,3.60,,,,,,,,,
Fall,2011,CHRISTOPHER BETTINGER,MSE,27511,INTR MOLEC BIOMATRLS,A,11,17,65%,10.40,4.00,4.27,3.82,4.00,4.10,4.09,4.45,3.82,3.82,,,,,,,,,
Fall,2011,ANTHONY ROLLETT,MSE,27750,ADV CHAR MICRO ANLYS,A,7,10,70%,11.86,5.00,4.29,4.43,4.71,4.71,4.43,5.00,4.57,4.43,,,,,,,,,
Fall,2011,RICHARD FRUEHAN,MSE,27761,SP TPCS: KN ME RE PC,A1,7,12,58%,7.00,5.00,4.43,4.57,4.57,5.00,4.57,4.71,4.86,4.86,,,,,,,,,
Fall,2011,SRIDHAR SEETHARAMAN,MSE,27766,DIFFSN IN MATERIALS,A2,33,59,56%,8.09,4.61,4.42,4.48,4.48,4.61,4.52,4.79,4.67,4.61,,,,,,,,,
Fall,2011,GREGORY ROHRER,MSE,27788,DEFECTS IN MATERIALS,A1,33,56,59%,8.00,4.61,4.61,4.67,4.27,4.70,4.72,4.84,4.76,4.64,,,,,,,,,
Fall,2011,SRIDHAR SEETHARAMAN,MSE,27794,CHMCL STBY MTL EX EN,A1,8,12,67%,7.63,4.75,4.88,5.00,4.75,4.88,4.88,5.00,5.00,5.00,,,,,,,,,
Fall,2011,DAVID LAUGHLIN,MSE,27796,STRUCTURE OF MATERLS,A1,30,57,53%,11.00,4.33,4.20,4.27,4.20,4.33,4.03,4.73,4.23,4.27,,,,,,,,,
Fall,2011,MAREK SKOWRONSKI,MSE,27797,BONDING OF MATERIALS,A2,28,48,58%,10.25,3.68,3.96,3.96,3.75,3.96,3.82,4.29,3.89,3.82,,,,,,,,,
Fall,2011,PETRUS PISTORIUS,MSE,27798,THERMODYNAMICS I,A1,30,56,54%,8.00,4.83,4.93,4.83,4.80,4.83,4.83,4.97,4.93,4.87,,,,,,,,,
Fall,2011,DAVID LAUGHLIN,MSE,27799,THERMODYNAMICS II,A2,31,54,57%,9.40,4.23,4.13,4.16,4.06,4.45,4.13,4.52,4.13,4.16,,,,,,,,,
Fall,2011,Todd at33,SV,96703,MTRCS SFTWR ENGINERS,A,16,27,59%,13.63,4.44,3.81,4.19,4.06,4.19,4.00,4.63,4.13,3.88,,,,,,,,,
Fall,2011,Todd at33,SV,96709,AVDG SW PROJ FAILURE,A,11,20,55%,13.00,4.40,4.10,4.30,4.30,4.70,4.20,4.80,4.00,4.10,,,,,,,,,
Fall,2011,Todd at33,SV,96709,AVDG SW PROJ FAILURE,B,6,13,46%,13.50,3.67,3.50,3.50,3.17,3.83,3.33,3.67,3.33,3.17,,,,,,,,,
Fall,2011,GLADYS MERCIER,SV,96780,ELEM OF SFTWRE MGMT,A1,9,18,50%,13.33,4.56,4.56,4.22,4.56,4.56,4.44,4.78,4.44,4.33,,,,,,,,,
Fall,2011,PATRICIA COLLINS,SV,96780,ELEM OF SFTWRE MGMT,B1,6,16,38%,13.50,4.50,4.67,4.33,4.50,4.50,4.50,4.67,4.67,4.50,,,,,,,,,
Fall,2011,GLADYS MERCIER,SV,96781,METRICS SFTWR MNGRS,A2,10,19,53%,13.10,4.30,4.40,4.20,4.80,4.10,4.20,4.90,4.20,3.70,,,,,,,,,
Fall,2011,SHERYL ROOT,SV,96781,METRICS SFTWR MNGRS,B2,11,18,61%,11.27,4.82,4.73,4.82,5.00,4.82,4.91,4.91,4.82,4.27,,,,,,,,,
Fall,2011,JOHN EVANS,SV,96815,INN & ENTREP SFT MNG,A,19,32,59%,5.17,4.68,4.32,4.42,4.53,4.79,4.53,4.84,4.74,4.58,,,,,,,,,
Fall,2011,MANUEL ROSSO-LLOPART,SV,96821,INTRO SFTWR ENGNRNG,A,27,36,75%,12.56,4.04,3.63,3.67,3.93,3.78,3.63,4.37,3.78,3.48,,,,,,,,,
Fall,2011,Todd at33,SV,96821,INTRO SFTWR ENGNRNG,SV,4,11,36%,13.25,4.75,4.50,4.75,4.00,4.75,4.50,4.75,4.50,4.25,,,,,,,,,
Fall,2011,PEI ZHANG,SV,96825,MOBL HRDW SW ENGNRS,A,6,10,60%,8.50,4.17,4.17,4.17,4.33,4.17,4.00,4.33,4.17,4.17,,,,,,,,,
Fall,2011,COLLIN JACKSON,SV,96834,SPEC TOPCS SECURITY,A,5,5,100%,10.40,5.00,4.80,4.80,4.20,5.00,4.80,4.80,4.80,4.80,,,,,,,,,
Fall,2011,PATRICK TAGUE,SV,96835,SP TPCS: MBL SECRTY,A,5,7,71%,8.60,4.60,5.00,4.80,4.80,4.60,4.80,5.00,4.60,4.40,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2011,,,,Year of 2011,,1932,3236,60%,8.07,4.25,4.17,4.22,3.96,4.28,4.16,4.44,4.12,4.07,,,,,,,,,
Summer,2011,"at33, T.  (co-taught)",SV,96800,REAL WLD SE ENTREP,M,5,18,28%,14.00,5.00,4.80,5.00,4.80,5.00,5.00,4.80,4.80,5.00,,,,,,,,,
Summer,2011,"RUSSELL, S.  (co-taught)",SV,96800,REAL WLD SE ENTREP,M,5,18,28%,14.00,5.00,4.80,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2011,"ROHDE, G.  (co-taught)",BMD,42101,INTRODUCTION BIOMED,A,75,80,94%,7.00,4.03,3.77,3.86,3.52,4.05,3.74,4.47,3.65,3.69,,,,,,,,,
Spring,2011,"DAHL, K.  (co-taught)",BMD,42101,INTRODUCTION BIOMED,A,75,80,94%,6.88,4.17,3.81,3.95,3.53,4.20,3.95,4.05,3.88,3.69,,,,,,,,,
Spring,2011,"ZAPANTA, C.  (co-taught)",BMD,42201,PRO ISSUES IN BIOMED,A,41,56,73%,2.00,4.72,4.72,4.79,4.36,4.77,4.74,4.87,4.77,4.46,,,,,,,,,
Spring,2011,"PEKKAN, K.  (co-taught)",BMD,42201,PRO ISSUES IN BIOMED,A,41,56,73%,2.00,4.41,4.33,4.33,4.08,4.44,4.33,4.59,4.21,4.41,,,,,,,,,
Spring,2011,"SCHWARTZ, R.  (co-taught)",BMD,42334,INTRO COMPTNL BIOLGY,1,1,3,33%,8.00,4.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,,,,,,,,,
Spring,2011,"MURPHY, R.  (co-taught)",BMD,42334,INTRO COMPTNL BIOLGY,1,1,3,33%,11.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2011,"ANTAKI, J.  (co-taught)",BMD,42402,BME DESIGN PROJECT,A,31,44,70%,7.52,3.74,3.03,3.58,3.48,3.87,3.61,3.74,3.35,3.71,,,,,,,,,
Spring,2011,"ZAPANTA, C.  (co-taught)",BMD,42402,BME DESIGN PROJECT,A,31,44,70%,7.50,4.67,4.41,4.47,4.40,4.43,4.33,4.87,4.70,3.90,,,,,,,,,
Spring,2011,"SOIBELMAN, L.  (co-taught)",CEE,12610,SPECIAL TOPIC,A,13,19,68%,9.00,4.38,4.31,4.62,4.23,4.54,4.46,4.77,4.38,4.38,,,,,,,,,
Spring,2011,"AKINCI, B.  (co-taught)",CEE,12610,SPECIAL TOPIC,A,13,19,68%,8.75,4.31,4.38,4.54,4.15,4.38,4.31,4.62,4.31,4.46,,,,,,,,,
Spring,2011,"ERGAN, S.  (co-taught)",CEE,12711,SPECIAL TOPICS,A,19,30,63%,10.53,4.05,3.89,3.89,3.84,4.21,3.84,4.11,3.84,4.26,,,,,,,,,
Spring,2011,"AKINCI, B.  (co-taught)",CEE,12711,SPECIAL TOPICS,A,19,30,63%,10.68,4.68,4.63,4.58,4.53,4.74,4.68,4.79,4.74,4.42,,,,,,,,,
Spring,2011,"ERGAN, S.  (co-taught)",CEE,12718,SUSTAINBLE ENGNG PRJ,A,9,10,90%,9.67,3.67,3.44,3.22,3.11,3.56,3.33,4.22,3.67,2.78,,,,,,,,,
