Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Fall,2015,SEAN AMMIRATI,PROJECT,95720,INFO SYSTEMS PROJECT,P,6,6,100%,4.60,4.83,4.83,5.00,5.00,5.00,5.00,3.50,5.00,5.00,4.83,5.00,4.83,5.00,,,,,,,,,,
Fall,2015,SAKIR YUCEL,PROJECT,95720,INFO SYSTEMS PROJECT,Q,3,5,60%,4.33,5.00,4.33,4.33,5.00,4.67,4.67,3.67,4.33,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,
Fall,2015,DON TAYLOR,PROJECT,95720,INFO SYSTEMS PROJECT,R,3,5,60%,3.33,3.67,3.33,2.50,2.67,3.33,3.67,2.67,3.00,3.67,4.33,3.33,3.33,3.00,,,,,,,,,,
Fall,2015,JOHN OSTLUND,PROJECT,95720,INFO SYSTEMS PROJECT,S,3,5,60%,4.67,4.00,3.67,4.50,5.00,4.67,5.00,3.33,5.00,4.33,5.00,5.00,4.67,5.00,,,,,,,,,,
Fall,2015,MICHAEL BIGRIGG,PROJECT,95720,INFO SYSTEMS PROJECT,T,4,5,80%,3.25,3.50,4.00,3.75,3.50,3.50,3.75,3.75,3.50,4.00,4.25,4.50,3.75,4.00,,,,,,,,,,
Fall,2015,JON NEHLSEN,PROJECT,95720,INFO SYSTEMS PROJECT,U,3,5,60%,4.33,4.33,5.00,5.00,5.00,5.00,5.00,3.67,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,
Fall,2015,VIBHANSHU ABHISHEK,PROJECT,95720,INFO SYSTEMS PROJECT,V,3,5,60%,4.67,4.33,4.33,4.00,4.67,4.67,4.33,3.67,4.67,5.00,4.67,4.67,4.33,4.33,,,,,,,,,,
Fall,2015,BEIBEI LI,PROJECT,95720,INFO SYSTEMS PROJECT,W,3,5,60%,4.67,4.00,3.33,3.00,4.33,4.67,4.00,3.33,4.00,4.67,4.67,5.00,5.00,4.67,,,,,,,,,,
Fall,2015,VIJAY VADLAMUDI,PROJECT,95720,INFO SYSTEMS PROJECT,ZA,2,2,100%,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.50,5.00,5.00,4.50,4.50,5.00,5.00,,,,,,,,,,
Fall,2015,"SMITH, M.  (co-taught)",PROJECT,95721,INF SYS RRCH PRACTM,A,2,5,40%,5.00,4.50,4.50,4.50,5.00,5.00,5.00,4.50,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,
Fall,2015,BRETT DANAHER,PROJECT,95721,INF SYS RRCH PRACTM,B,3,5,60%,4.00,4.33,4.00,4.00,4.00,3.00,4.00,3.00,3.67,4.00,4.00,4.67,4.67,4.00,,,,,,,,,,
Fall,2015,BRETT DANAHER,PROJECT,95721,INF SYS RRCH PRACTM,C,3,5,60%,4.33,4.33,4.67,3.00,5.00,4.33,5.00,3.67,4.33,4.67,5.00,5.00,5.00,5.00,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,,,,,,,,,,,,,,,,,,,,,,,,
,2014,,,,Year of 2014,,29,39,74%,,,,,,,,,,,,,,,,,,,,,,,,
Fall,2014,TIONG LIM,PROJECT,95720,INFO SYSTEMS PROJECT,AA,26,35,74%,,,,,,,,,,,,,,,,,,,,,,,,
Fall,2014,RIAZ ESMAIL ZADEH,PROJECT,95720,INFO SYSTEMS PROJECT,K,3,4,75%,,,,,,,,,,,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,,,,
,2014,,,,Year of 2014,,28,37,76%,8.32,4.25,4.18,4.11,3.68,4.14,4.21,4.32,4.25,4.07,,,,,,,,,,,,,,
Spring,2014,JAY ARONSON,HC,94848,MOBILE PH & SOC MED,A4,10,13,77%,5.90,4.30,3.90,3.70,3.70,3.89,3.80,4.30,4.10,3.80,,,,,,,,,,,,,,
Spring,2014,MURLIKRISHNA VISWANATHAN,ISM,95791,DATA MINING,L4,12,18,67%,10.25,4.08,4.08,4.08,3.67,4.17,4.25,4.42,4.08,4.00,,,,,,,,,,,,,,
Spring,2014,FOLKE KAFKA,PPP,90879,MANAGERIAL ENG ECON,1,3,3,100%,8.00,4.33,4.67,4.67,3.67,4.67,4.67,4.33,4.67,4.67,,,,,,,,,,,,,,
Spring,2014,FOLKE KAFKA,PPP,90879,MANAGERIAL ENG ECON,A,3,3,100%,9.00,4.67,5.00,5.00,3.67,4.33,5.00,4.00,5.00,4.67,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,,,,
,2014,,,,Year of 2014,,5343,6685,80%,9.41,4.43,4.31,4.33,4.11,4.42,4.34,4.6,4.31,4.21,,,,,,,,,,,,,,
Fall,2014,BRETT CRAWFORD,CRM,93701,CRTV ENT STRCT GOVRN,A1,28,28,100%,12.21,4.32,4.11,4.18,3.89,4.11,3.96,4.54,3.89,3.61,,,,,,,,,,,,,,
Fall,2014,BRETT CRAWFORD,CRM,93702,CR EN: MNG SYS & PRC,A2,27,28,96%,9.07,4.30,3.70,3.48,3.85,4.00,3.81,4.56,3.96,3.59,,,,,,,,,,,,,,
Fall,2014,MARK WESSEL,CRM,93710,CULTURAL ECONOMICS,A,18,22,82%,6.59,4.44,4.28,4.17,4.39,4.22,4.22,4.67,4.39,4.00,,,,,,,,,,,,,,
Fall,2014,EILEEN MEDDIS,CRM,93716,HUM RSRC MGT CREATVE,A1,28,31,90%,6.56,4.67,4.74,4.59,4.41,4.74,4.67,4.81,4.63,4.33,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,CRM,93732,DB THRY PRC CRTV ENT,A1,27,27,100%,7.00,4.48,4.70,4.67,4.22,4.63,4.70,4.59,4.48,4.41,,,,,,,,,,,,,,
Fall,2014,RICHARD RAUH,CRM,93765,ALFRED HITCHCOCK,A,5,9,56%,4.40,4.00,4.00,3.80,3.20,4.00,3.80,4.20,4.00,4.00,,,,,,,,,,,,,,
Fall,2014,JERRY COLTIN,CRM,93808,EXHIBITIONS MGMNT,A2,14,15,93%,7.14,4.43,3.71,3.79,3.79,4.21,3.93,4.50,4.07,3.86,,,,,,,,,,,,,,
Fall,2014,BRETT CRAWFORD,CRM,93811,PFM ART ORG BUS MD,A2,15,17,88%,7.20,4.73,4.13,4.27,4.73,4.67,4.13,4.80,4.47,4.47,,,,,,,,,,,,,,
Fall,2014,J MCMAHON,CRM,93813,ARTS FACILITIES MNGT,A2,7,7,100%,4.14,4.57,4.57,4.57,4.29,4.71,4.43,4.57,4.57,4.57,,,,,,,,,,,,,,
Fall,2014,JERRY COLTIN,CRM,93814,GLLS AUCTN HSE ECON,A1,12,14,86%,9.00,4.50,3.92,4.00,4.17,3.91,4.00,4.45,3.91,4.00,,,,,,,,,,,,,,
Fall,2014,MARY NAVARRO,CRM,93828,ADV TPCS FUNDRAISING,A2,7,10,70%,6.29,4.57,4.43,4.43,4.43,4.57,4.57,4.57,4.43,4.57,,,,,,,,,,,,,,
Fall,2014,DAVID GURWIN,CRM,93831,LAW AND THE ARTS,A,23,26,88%,8.78,4.05,4.00,4.04,3.04,4.13,4.13,3.87,3.74,3.74,,,,,,,,,,,,,,
Fall,2014,ANDREW SWENSEN,CRM,93835,AESTHETIC CRITL JDGM,A1,5,5,100%,6.50,4.40,4.00,4.40,4.00,4.60,4.60,4.40,4.60,4.40,,,,,,,,,,,,,,
Fall,2014,MATTHEW DOOLEY,CRM,93845,CULTRL POLICY SEMINR,A2,5,7,71%,5.00,5.00,5.00,5.00,4.40,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,KATHRYN HEIDEMANN,CRM,93848,FSTV EVN MGT:THRY PR,A2,16,18,89%,6.13,4.44,4.69,4.38,4.38,4.63,4.44,4.56,4.44,4.50,,,,,,,,,,,,,,
Fall,2014,DANIEL GREEN,CRM,93861,SCRIPT/STORY ANALYSS,A,18,29,62%,6.33,5.00,4.67,4.67,4.61,5.00,4.67,4.94,4.78,4.67,,,,,,,,,,,,,,
Fall,2014,JOHN TARNOFF,CRM,93865,FUTURE OF INDUSTRY,L,5,6,83%,5.60,5.00,4.60,4.80,4.80,5.00,4.80,5.00,4.80,4.60,,,,,,,,,,,,,,
Fall,2014,DAVID LAVIN,CRM,93871,TV BUS LGL AFFRS,L,17,30,57%,6.76,4.35,4.12,4.24,4.06,4.53,4.00,4.25,3.94,4.24,,,,,,,,,,,,,,
Fall,2014,PAULA WAGNER,CRM,93879,NAV PRC RLT FLM IND,L,18,30,60%,4.82,4.56,4.39,4.44,4.17,4.56,4.28,4.17,4.28,4.06,,,,,,,,,,,,,,
Fall,2014,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,A1,73,78,94%,9.41,4.52,4.29,4.27,3.75,4.60,4.55,4.62,4.45,4.14,,,,,,,,,,,,,,
Fall,2014,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,B2,25,31,81%,8.64,4.44,4.32,4.32,3.84,4.64,4.48,4.52,4.48,4.24,,,,,,,,,,,,,,
Fall,2014,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,C1,65,80,81%,8.16,4.40,4.42,4.26,3.81,4.49,4.51,4.72,4.49,4.18,,,,,,,,,,,,,,
Fall,2014,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,D2,39,59,66%,7.46,4.15,4.18,4.15,3.59,4.31,4.31,4.26,4.33,4.08,,,,,,,,,,,,,,
Fall,2014,LAURA DABBISH,HC,94700,ORGNZTNL DSGN & IMPL,F2,31,47,66%,8.29,4.16,3.84,3.87,3.19,3.87,3.84,4.29,3.94,3.45,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,HC,94700,ORGNZTNL DSGN & IMPL,G2,56,56,100%,6.83,4.52,4.51,4.41,4.07,4.42,4.46,4.54,4.39,4.20,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,HC,94700,ORGNZTNL DSGN & IMPL,H1,71,73,97%,7.17,4.65,4.45,4.34,3.87,4.52,4.42,4.83,4.51,4.28,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,HC,94701,BUSINESS ENGLISH,A1,20,20,100%,8.35,4.75,4.55,4.75,4.70,4.80,4.75,4.80,4.70,4.55,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,HC,94701,BUSINESS ENGLISH,B1,16,17,94%,7.63,5.00,4.88,4.87,4.94,4.94,4.81,5.00,4.94,4.88,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,HC,94701,BUSINESS ENGLISH,C2,14,19,74%,8.46,4.00,3.77,3.79,3.79,3.64,3.64,4.50,3.57,3.36,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,HC,94701,BUSINESS ENGLISH,D2,14,16,88%,8.71,4.43,4.07,4.07,4.21,4.14,4.14,4.57,4.14,3.79,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,HC,94701,BUSINESS ENGLISH,E2,12,19,63%,8.83,4.33,4.08,3.83,4.17,4.25,4.00,4.67,3.92,3.83,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,HC,94701,BUSINESS ENGLISH,F2,12,15,80%,9.00,4.08,4.00,4.08,3.83,3.58,3.83,4.17,3.67,3.67,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,A2,16,22,73%,6.00,4.38,4.63,4.56,4.44,4.50,4.50,4.44,4.38,4.06,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,B2,21,22,95%,5.15,4.48,4.62,4.52,4.57,4.52,4.48,4.62,4.52,4.40,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,C1,13,24,54%,5.25,4.69,4.69,4.54,4.54,4.69,4.54,4.77,4.46,4.08,,,,,,,,,,,,,,
Fall,2014,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,K1,24,25,96%,8.83,4.79,4.75,4.92,4.75,4.83,4.79,4.83,4.83,4.79,,,,,,,,,,,,,,
Fall,2014,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,L2,18,23,78%,7.72,4.17,4.12,4.44,4.06,4.39,4.44,4.39,4.33,4.00,,,,,,,,,,,,,,
Fall,2014,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,M2,21,26,81%,6.80,4.57,4.38,4.62,4.48,4.57,4.52,4.48,4.43,4.29,,,,,,,,,,,,,,
Fall,2014,ARI LIGHTMAN,HC,94707,PRINCIPLES OF MRKTG,A1,24,34,71%,7.35,4.25,3.75,4.04,3.67,4.25,4.25,4.63,4.04,3.88,,,,,,,,,,,,,,
Fall,2014,ARI LIGHTMAN,HC,94707,PRINCIPLES OF MRKTG,B1,27,28,96%,7.59,3.85,3.48,3.52,3.33,4.11,3.70,4.52,3.85,3.59,,,,,,,,,,,,,,
Fall,2014,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,K1,10,10,100%,8.00,4.70,4.50,4.60,4.90,4.50,4.50,4.70,4.60,4.50,,,,,,,,,,,,,,
Fall,2014,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,L2,6,9,67%,8.00,4.67,4.33,4.67,4.67,4.50,4.50,4.83,4.50,4.67,,,,,,,,,,,,,,
Fall,2014,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,M1,11,11,100%,6.45,4.45,4.55,4.55,4.36,4.82,4.64,4.82,4.73,4.64,,,,,,,,,,,,,,
Fall,2014,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,N2,10,11,91%,10.60,4.50,4.30,4.50,4.60,4.40,4.60,4.70,4.60,4.60,,,,,,,,,,,,,,
Fall,2014,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,O1,9,11,82%,7.33,4.56,4.56,4.56,4.00,4.44,4.67,4.44,4.56,4.67,,,,,,,,,,,,,,
Fall,2014,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,P2,11,11,100%,9.09,4.91,4.73,4.82,4.91,4.82,4.91,4.91,4.91,4.82,,,,,,,,,,,,,,
Fall,2014,LINDA CHAOUSIS,HC,94718,STRATG PRESENTN SKLS,Q2,10,11,91%,7.40,4.80,4.70,4.80,4.80,4.70,4.70,4.80,4.80,4.80,,,,,,,,,,,,,,
Fall,2014,RICHARD FEDER,HC,94739,CAPSTONE PROJECT,C,4,6,67%,14.33,4.75,3.75,4.00,4.75,4.50,4.00,5.00,4.00,4.25,,,,,,,,,,,,,,
Fall,2014,SAKIR YUCEL,HC,94739,CAPSTONE PROJECT,D,2,6,33%,8.00,4.50,4.00,4.00,4.50,4.00,4.00,5.00,5.00,4.00,,,,,,,,,,,,,,
Fall,2014,LINDA BABCOCK,HC,94800,NEGOTIATION,A1,30,37,81%,7.83,4.47,4.60,4.57,4.10,4.70,4.73,4.70,4.63,4.53,,,,,,,,,,,,,,
Fall,2014,JARED SIMMER,HC,94800,NEGOTIATION,B2,21,29,72%,6.71,4.57,4.38,4.57,4.19,4.76,4.65,4.05,4.38,4.43,,,,,,,,,,,,,,
Fall,2014,LINDA BABCOCK,HC,94800,NEGOTIATION,D1,31,37,84%,7.30,4.65,4.16,4.45,4.10,4.65,4.65,4.74,4.67,4.47,,,,,,,,,,,,,,
Fall,2014,LINDA BABCOCK,HC,94800,NEGOTIATION,E2,22,34,65%,6.00,4.68,4.86,4.77,4.55,4.82,4.86,4.91,4.68,4.68,,,,,,,,,,,,,,
Fall,2014,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,A1,16,19,84%,6.50,4.81,4.50,4.63,4.50,4.69,4.56,4.69,4.75,4.69,,,,,,,,,,,,,,
Fall,2014,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,B2,17,31,55%,5.00,4.47,4.00,4.00,3.59,4.12,3.94,4.47,4.00,3.71,,,,,,,,,,,,,,
Fall,2014,MELISSA MARTIN,HC,94801,ACTING FOR MANGEMNT,C1,12,17,71%,7.18,4.67,4.67,4.75,4.83,4.75,4.58,4.83,4.75,4.75,,,,,,,,,,,,,,
Fall,2014,KRISTEN KURLAND,HC,94802,GEOGRPHC INFO SYSTEM,A,27,30,90%,11.78,4.85,4.92,4.93,4.81,4.89,4.89,4.93,4.89,4.81,,,,,,,,,,,,,,
Fall,2014,ZHEN QIAN,HC,94802,GEOGRPHC INFO SYSTEM,B,25,32,78%,9.24,4.32,4.44,4.20,4.04,4.40,4.04,4.56,4.04,4.12,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,HC,94803,CONSULTNG COMMUNCTN,A1,23,25,92%,6.70,4.52,4.30,4.43,4.30,4.52,4.30,4.52,4.35,4.43,,,,,,,,,,,,,,
Fall,2014,LINDA CHAOUSIS,HC,94803,CONSULTNG COMMUNCTN,K1,14,14,100%,7.57,4.71,4.71,4.79,4.71,4.62,4.79,4.79,4.71,4.62,,,,,,,,,,,,,,
Fall,2014,LINDA CHAOUSIS,HC,94804,TRANSFMTNL LEADERSHP,K2,11,14,79%,11.70,4.73,4.82,4.73,4.73,4.64,4.64,4.91,4.55,4.64,,,,,,,,,,,,,,
Fall,2014,ALESSANDRO ACQUISTI,HC,94806,PRIVACY DIGITAL AGE,A1,34,39,87%,10.76,4.85,4.48,4.50,4.18,4.71,4.59,4.88,4.74,4.50,,,,,,,,,,,,,,
Fall,2014,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,A,22,30,73%,8.29,4.59,4.41,4.38,4.32,4.68,4.38,4.73,4.36,4.27,,,,,,,,,,,,,,
Fall,2014,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,B,18,29,62%,8.67,4.50,4.33,4.56,4.39,4.50,4.39,4.78,4.39,4.44,,,,,,,,,,,,,,
Fall,2014,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,A1,18,21,86%,8.71,4.67,4.44,4.59,4.06,4.44,4.72,4.78,4.67,4.39,,,,,,,,,,,,,,
Fall,2014,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,B1,22,25,88%,10.23,4.32,4.27,4.23,3.59,4.29,4.23,4.70,4.23,4.05,,,,,,,,,,,,,,
Fall,2014,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,C2,11,14,79%,9.91,4.64,4.73,4.73,3.82,4.64,4.45,4.55,4.27,4.45,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,A1,23,23,100%,8.30,4.91,4.78,4.57,4.13,4.61,4.70,4.70,4.78,4.83,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,B2,22,26,85%,7.05,4.77,4.55,4.64,4.00,4.73,4.64,4.77,4.73,4.64,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,C2,24,25,96%,7.35,4.79,4.63,4.58,4.17,4.79,4.83,4.67,4.79,4.75,,,,,,,,,,,,,,
Fall,2014,JOSEPH MERTZ,HC,94812,TECHNOLOGY INTN DVLP,A2,11,16,69%,10.27,4.82,4.64,4.55,4.45,4.82,4.36,4.90,4.45,4.36,,,,,,,,,,,,,,
Fall,2014,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,A1,24,24,100%,9.70,4.71,4.65,4.58,4.29,4.50,4.54,4.63,4.61,4.58,,,,,,,,,,,,,,
Fall,2014,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,B1,21,21,100%,9.57,4.62,4.33,4.67,4.52,4.81,4.76,4.67,4.62,4.71,,,,,,,,,,,,,,
Fall,2014,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,C1,31,33,94%,9.35,4.84,4.68,4.84,4.65,4.77,4.77,4.87,4.74,4.71,,,,,,,,,,,,,,
Fall,2014,  byeongj1,HC,94814,EVIDENCE-BASED MANGM,A1,18,21,86%,8.67,4.78,4.22,4.39,4.44,4.53,4.28,4.94,4.22,4.00,,,,,,,,,,,,,,
Fall,2014,DENISE ROUSSEAU,HC,94814,EVIDENCE-BASED MANGM,B2,18,22,82%,7.50,4.72,4.06,4.33,4.39,4.67,4.61,4.78,4.61,4.39,,,,,,,,,,,,,,
Fall,2014,LINDA BABCOCK,HC,94817,NEGOTIATION:INTL FOC,B,5,6,83%,6.80,4.40,3.80,4.00,3.80,4.60,4.20,4.20,4.20,4.20,,,,,,,,,,,,,,
Fall,2014,ARI LIGHTMAN,HC,94823,MSMNT ANL SCL MDA IN,A,27,40,68%,9.88,4.52,4.22,4.22,4.15,4.41,4.30,4.56,4.30,4.22,,,,,,,,,,,,,,
Fall,2014,MATTHEW HANNIGAN,HC,94824,CRTG RESLTS ORNT PRG,A2,10,11,91%,6.80,4.30,4.30,4.50,4.20,4.40,4.30,4.70,3.70,3.90,,,,,,,,,,,,,,
Fall,2014,JANEL SUTKUS,HC,94828,SURVEY DESIGN,A1,20,20,100%,8.75,4.40,4.10,4.35,3.80,4.68,4.42,4.45,4.25,4.30,,,,,,,,,,,,,,
Fall,2014,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,A2,33,37,89%,8.58,4.36,4.19,4.25,3.94,4.27,4.27,4.55,4.09,4.03,,,,,,,,,,,,,,
Fall,2014,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,B2,31,40,78%,8.73,4.19,3.97,3.84,3.84,3.97,3.58,4.45,3.61,3.81,,,,,,,,,,,,,,
Fall,2014,JONATHAN CAULKINS,HC,94833,DC AN MULTV DEC MKG,A2,23,26,88%,11.87,4.78,4.61,4.78,4.70,4.78,4.74,4.57,4.74,4.74,,,,,,,,,,,,,,
Fall,2014,SETH RICHARDS-SHUBIK,HC,94834,APPL ECONOMETRICS I,A1,24,26,92%,10.38,4.58,4.42,4.38,4.17,4.42,4.42,4.83,4.38,4.38,,,,,,,,,,,,,,
Fall,2014,SETH RICHARDS-SHUBIK,HC,94835,APPL ECONOMETRICS II,A2,17,17,100%,11.41,4.71,4.65,4.71,4.41,4.59,4.65,5.00,4.65,4.76,,,,,,,,,,,,,,
Fall,2014,SEAN AMMIRATI,HC,94840,LEAN ENTRPRNSHP,A1,22,24,92%,6.91,4.73,4.73,4.68,4.14,4.73,4.68,4.77,4.59,4.55,,,,,,,,,,,,,,
Fall,2014,OLEXANDRA CHOULDECHOVA,HC,94842,PROGRMG R ANALYTICS,A2,28,36,78%,10.86,4.61,4.50,4.54,4.43,4.57,4.39,4.82,4.44,4.54,,,,,,,,,,,,,,
Fall,2014,BRETT CRAWFORD,HC,94843,RSH SM ARTS MNG TCH,A,7,7,100%,5.43,4.86,4.57,4.14,4.43,4.43,4.57,5.00,3.86,3.86,,,,,,,,,,,,,,
Fall,2014,ZHEN QIAN,HC,94845,GROWTH INTELLG TRANS,A2,14,19,74%,7.64,4.29,4.36,4.29,4.21,4.64,4.57,4.86,4.14,4.29,,,,,,,,,,,,,,
Fall,2014,MARK WESSEL,HC,94847,GLB FN SY GR CRS OPP,A,7,13,54%,10.14,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.86,,,,,,,,,,,,,,
Fall,2014,SEAN AMMIRATI,HC,94850,SCIENCE OF GROWTH,A2,22,24,92%,6.00,4.68,4.59,4.50,4.36,4.50,4.64,4.77,4.64,4.50,,,,,,,,,,,,,,
Fall,2014,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,A,32,40,80%,12.63,4.59,4.56,4.66,4.44,4.53,4.65,4.77,4.56,4.53,,,,,,,,,,,,,,
Fall,2014,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,B,34,40,85%,15.48,4.41,4.47,4.53,4.35,4.44,4.53,4.65,4.50,4.50,,,,,,,,,,,,,,
Fall,2014,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,C,32,35,91%,12.78,4.31,4.50,4.50,3.88,4.38,4.28,4.26,4.06,4.13,,,,,,,,,,,,,,
Fall,2014,JANUSZ SZCZYPULA,ISM,95703,DATABASE MANAGEMENT,D,31,40,78%,14.57,4.31,4.45,4.47,4.23,4.48,4.42,4.39,4.32,4.45,,,,,,,,,,,,,,
Fall,2014,JEREMY SMITH,ISM,95703,DATABASE MANAGEMENT,Z,14,29,48%,11.00,3.93,3.64,3.86,3.00,3.64,3.86,4.36,3.71,3.64,,,,,,,,,,,,,,
Fall,2014,RANDALL TRZECIAK,ISM,95704,ADV DATABASE MNGMNT,A,17,24,71%,10.00,4.76,4.82,4.75,4.88,4.75,4.88,4.88,4.63,4.56,,,,,,,,,,,,,,
Fall,2014,RIAZ ESMAIL ZADEH,ISM,95705,TELECOMMNCTNS MNGMNT,K,31,37,84%,12.13,4.19,4.10,4.03,4.13,4.23,4.32,4.29,4.10,4.06,,,,,,,,,,,,,,
Fall,2014,RIAZ ESMAIL ZADEH,ISM,95705,TELECOMMNCTNS MNGMNT,L,31,38,82%,14.17,4.45,4.45,4.52,4.35,4.52,4.52,4.55,4.48,4.39,,,,,,,,,,,,,,
Fall,2014,SAKIR YUCEL,ISM,95705,TELECOMMNCTNS MNGMNT,Z,19,37,51%,10.24,4.68,4.63,4.47,4.37,4.58,4.33,4.84,4.47,4.32,,,,,,,,,,,,,,
Fall,2014,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,A1,43,50,86%,9.72,4.40,4.33,4.37,3.86,4.21,4.23,4.56,4.07,3.76,,,,,,,,,,,,,,
Fall,2014,CONSTANTINE COIS,ISM,95706,OBJ ORIENTED A & D,B2,31,44,70%,8.64,4.10,4.00,3.84,3.71,3.94,4.00,4.26,4.03,3.55,,,,,,,,,,,,,,
Fall,2014,ABHIJIT DUTT,ISM,95706,OBJ ORIENTED A & D,Z2,5,8,63%,12.40,4.40,4.00,4.20,4.00,4.25,4.40,4.40,4.20,4.20,,,,,,,,,,,,,,
Fall,2014,ALESSANDRO ACQUISTI,ISM,95710,ECONOMIC ANALYSIS,A1,39,44,89%,10.90,4.74,4.69,4.69,4.59,4.64,4.69,4.79,4.64,4.59,,,,,,,,,,,,,,
Fall,2014,KAREN CLAY,ISM,95710,ECONOMIC ANALYSIS,B2,24,34,71%,12.27,3.83,3.79,3.63,3.71,3.79,3.42,4.50,3.71,3.58,,,,,,,,,,,,,,
Fall,2014,ALESSANDRO ACQUISTI,ISM,95710,ECONOMIC ANALYSIS,C1,39,45,87%,9.97,4.82,4.74,4.79,4.62,4.74,4.82,4.87,4.79,4.72,,,,,,,,,,,,,,
